"","Fecha","Precio"
"1387",2018-07-04,6550.870117
"1388",2018-07-05,6599.709961
"1389",2018-07-06,6638.689941
"1390",2018-07-07,6668.709961
"1391",2018-07-08,6857.799805
"1392",2018-07-09,6775.080078
"1393",2018-07-10,6739.209961
"1394",2018-07-11,6330.77002
"1395",2018-07-12,6396.779785
"1396",2018-07-13,6235.029785
"1397",2018-07-14,6247.5
"1398",2018-07-15,6272.700195
"1399",2018-07-16,6357.009766
"1400",2018-07-17,6739.649902
"1401",2018-07-18,7315.319824
"1402",2018-07-19,7378.200195
"1403",2018-07-20,7467.399902
"1404",2018-07-21,7352.720215
"1405",2018-07-22,7417.799805
"1406",2018-07-23,7414.709961
"1407",2018-07-24,7716.509766
"1408",2018-07-25,8379.660156
"1409",2018-07-26,8176.850098
"1410",2018-07-27,7950.399902
"1411",2018-07-28,8169.060059
"1412",2018-07-29,8205.820313
"1413",2018-07-30,8221.580078
"1414",2018-07-31,8181.200195
"1415",2018-08-01,7769.040039
"1416",2018-08-02,7634.189941
"1417",2018-08-03,7562.140137
"1418",2018-08-04,7438.669922
"1419",2018-08-05,7031.080078
"1420",2018-08-06,7062.939941
"1421",2018-08-07,6958.319824
"1422",2018-08-08,6746.850098
"1423",2018-08-09,6305.560059
"1424",2018-08-10,6571.419922
"1425",2018-08-11,6185.790039
"1426",2018-08-12,6283.649902
"1427",2018-08-13,6341.359863
"1428",2018-08-14,6287.660156
"1429",2018-08-15,6221.419922
"1430",2018-08-16,6294.22998
"1431",2018-08-17,6340.910156
"1432",2018-08-18,6583.430176
"1433",2018-08-19,6422.569824
"1434",2018-08-20,6500.509766
"1435",2018-08-21,6301.069824
"1436",2018-08-22,6486.25
"1437",2018-08-23,6371.339844
"1438",2018-08-24,6551.52002
"1439",2018-08-25,6719.950195
"1440",2018-08-26,6754.640137
"1441",2018-08-27,6710.799805
"1442",2018-08-28,6891.080078
"1443",2018-08-29,7091.709961
"1444",2018-08-30,7043.759766
"1445",2018-08-31,6973.970215
"1446",2018-09-01,7044.810059
"1447",2018-09-02,7189.580078
"1448",2018-09-03,7279.029785
"1449",2018-09-04,7263
"1450",2018-09-05,7361.459961
"1451",2018-09-06,6755.140137
"1452",2018-09-07,6528.919922
"1453",2018-09-08,6460.169922
"1454",2018-09-09,6223.379883
"1455",2018-09-10,6301.569824
"1456",2018-09-11,6331.879883
"1457",2018-09-12,6317.009766
"1458",2018-09-13,6354.240234
"1459",2018-09-14,6515.410156
"1460",2018-09-15,6509.399902
"1461",2018-09-16,6536.680176
"1462",2018-09-17,6514.060059
"1463",2018-09-18,6280.910156
"1464",2018-09-19,6371.850098
"1465",2018-09-20,6398.850098
"1466",2018-09-21,6513.870117
"1467",2018-09-22,6735.049805
"1468",2018-09-23,6715.319824
"1469",2018-09-24,6704.77002
"1470",2018-09-25,6603.640137
"1471",2018-09-26,6452.790039
"1472",2018-09-27,6495.290039
"1473",2018-09-28,6678.75
"1474",2018-09-29,6643.100098
"1475",2018-09-30,6604.709961
"1476",2018-10-01,6619.850098
"1477",2018-10-02,6593.240234
"1478",2018-10-03,6553.859863
"1479",2018-10-04,6497.910156
"1480",2018-10-05,6574.149902
"1481",2018-10-06,6622.450195
"1482",2018-10-07,6590.680176
"1483",2018-10-08,6600.189941
"1484",2018-10-09,6653.080078
"1485",2018-10-10,6640.290039
"1486",2018-10-11,6586.740234
"1487",2018-10-12,6239.25
"1488",2018-10-13,6278.080078
"1489",2018-10-14,6288.490234
"1490",2018-10-15,6292.640137
"1491",2018-10-16,6601.410156
"1492",2018-10-17,6590.52002
"1493",2018-10-18,6542.330078
"1494",2018-10-19,6478.069824
"1495",2018-10-20,6460.919922
"1496",2018-10-21,6490.089844
"1497",2018-10-22,6486.049805
"1498",2018-10-23,6472.359863
"1499",2018-10-24,6478.890137
"1500",2018-10-25,6484.649902
"1501",2018-10-26,6468.439941
"1502",2018-10-27,6480.839844
"1503",2018-10-28,6482.660156
"1504",2018-10-29,6492.350098
"1505",2018-10-30,6337.040039
"1506",2018-10-31,6336.990234
"1507",2018-11-01,6318.140137
"1508",2018-11-02,6378.919922
"1509",2018-11-03,6387.240234
"1510",2018-11-04,6365.470215
"1511",2018-11-05,6363.620117
"1512",2018-11-06,6433.379883
"1513",2018-11-07,6468.5
"1514",2018-11-08,6522.27002
"1515",2018-11-09,6442.600098
"1516",2018-11-10,6386.129883
"1517",2018-11-11,6413.629883
"1518",2018-11-12,6411.759766
"1519",2018-11-13,6373.189941
"1520",2018-11-14,6351.240234
"1521",2018-11-15,5736.149902
"1522",2018-11-16,5645.319824
"1523",2018-11-17,5578.580078
"1524",2018-11-18,5559.740234
"1525",2018-11-19,5620.779785
"1526",2018-11-20,4863.930176
"1527",2018-11-21,4465.540039
"1528",2018-11-22,4611.569824
"1529",2018-11-23,4360.700195
"1530",2018-11-24,4347.689941
"1531",2018-11-25,3880.780029
"1532",2018-11-26,4015.070068
"1533",2018-11-27,3765.949951
"1534",2018-11-28,3822.469971
"1535",2018-11-29,4269.004395
"1536",2018-11-30,4289.088867
"1537",2018-12-01,4024.464355
"1538",2018-12-02,4200.733398
"1539",2018-12-03,4147.32373
"1540",2018-12-04,3886.294922
"1541",2018-12-05,3958.894775
"1542",2018-12-06,3754.074463
"1543",2018-12-07,3512.590332
"1544",2018-12-08,3421.9104
"1545",2018-12-09,3473.227539
"1546",2018-12-10,3612.046387
"1547",2018-12-11,3497.554688
"1548",2018-12-12,3421.458252
"1549",2018-12-13,3487.879395
"1550",2018-12-14,3311.751953
"1551",2018-12-15,3243.997559
"1552",2018-12-16,3236.274658
"1553",2018-12-17,3253.123047
"1554",2018-12-18,3544.761475
"1555",2018-12-19,3706.824951
"1556",2018-12-20,3742.195068
"1557",2018-12-21,4133.703613
"1558",2018-12-22,3898.08374
"1559",2018-12-23,4020.994629
"1560",2018-12-24,4000.331787
"1561",2018-12-25,4081.030518
"1562",2018-12-26,3819.666748
"1563",2018-12-27,3854.688477
"1564",2018-12-28,3653.131836
"1565",2018-12-29,3932.491699
"1566",2018-12-30,3822.384766
